antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'AX15010000', 'AWK8010000'})",frozenset({'AR5L010000'}),0.04844290657439446,0.06228373702422145,0.010380622837370242,0.21428571428571427,3.4404761904761907,0.007363417583601728,1.1934570619691727,0.7454545454545454
"frozenset({'AR5L010000', 'AWK8010000'})",frozenset({'AX15010000'}),0.01730103806228374,0.14878892733564014,0.010380622837370242,0.5999999999999999,4.032558139534883,0.0078064199422899615,2.1280276816608987,0.7652582159624413
frozenset({'AX15010000'}),"frozenset({'AR5L010000', 'AWK8010000'})",0.14878892733564014,0.01730103806228374,0.010380622837370242,0.06976744186046512,4.032558139534883,0.0078064199422899615,1.0564013840830448,0.8834688346883468
frozenset({'AR5L010000'}),"frozenset({'AX15010000', 'AWK8010000'})",0.06228373702422145,0.04844290657439446,0.010380622837370242,0.16666666666666666,3.4404761904761902,0.007363417583601728,1.1418685121107266,0.7564575645756457
frozenset({'AWK8010000'}),"frozenset({'AX15010000', 'AR5L010000'})",0.1903114186851211,0.01384083044982699,0.010380622837370242,0.05454545454545454,3.9409090909090905,0.007746554758683444,1.0430529677934524,0.9216524216524216
"frozenset({'AX15010000', 'AWK8010000'})",frozenset({'AR5Y010000'}),0.04844290657439446,0.2491349480968858,0.01384083044982699,0.2857142857142857,1.1468253968253967,0.0017720094347529382,1.0512110726643598,0.1345454545454547
"frozenset({'AX15010000', 'AR5Y010000'})",frozenset({'AWK8010000'}),0.04498269896193772,0.1903114186851211,0.01384083044982699,0.3076923076923077,1.6167832167832168,0.005280109194094898,1.1695501730103806,0.39945652173913043
"frozenset({'AR5Y010000', 'AWK8010000'})",frozenset({'AX15010000'}),0.02768166089965398,0.14878892733564014,0.01384083044982699,0.5,3.3604651162790695,0.009722105817698543,1.7024221453287196,0.7224199288256227
frozenset({'AX15010000'}),"frozenset({'AR5Y010000', 'AWK8010000'})",0.14878892733564014,0.02768166089965398,0.01384083044982699,0.09302325581395349,3.3604651162790695,0.009722105817698543,1.0720432969567917,0.8252032520325203
frozenset({'AWK8010000'}),"frozenset({'AX15010000', 'AR5Y010000'})",0.1903114186851211,0.04498269896193772,0.01384083044982699,0.07272727272727272,1.6167832167832166,0.005280109194094898,1.0299206187665377,0.47115384615384615
frozenset({'AR5Y010000'}),"frozenset({'AX15010000', 'AWK8010000'})",0.2491349480968858,0.04844290657439446,0.01384083044982699,0.05555555555555556,1.146825396825397,0.0017720094347529382,1.0075310400977,0.17050691244239652
"frozenset({'AX11010000', 'AX15010000'})",frozenset({'AWK8010000'}),0.02768166089965398,0.1903114186851211,0.010380622837370242,0.37499999999999994,1.9704545454545452,0.005112486679996647,1.295501730103806,0.5065243179122183
"frozenset({'AX11010000', 'AWK8010000'})",frozenset({'AX15010000'}),0.020761245674740483,0.14878892733564014,0.010380622837370242,0.5,3.3604651162790695,0.007291579363273907,1.7024221453287196,0.7173144876325089
"frozenset({'AX15010000', 'AWK8010000'})",frozenset({'AX11010000'}),0.04844290657439446,0.05536332179930796,0.010380622837370242,0.21428571428571427,3.870535714285714,0.00769866261179823,1.2022648631645172,0.7793939393939394
frozenset({'AX11010000'}),"frozenset({'AX15010000', 'AWK8010000'})",0.05536332179930796,0.04844290657439446,0.010380622837370242,0.18749999999999997,3.8705357142857135,0.00769866261179823,1.1711471919084375,0.7851037851037851
frozenset({'AX15010000'}),"frozenset({'AX11010000', 'AWK8010000'})",0.14878892733564014,0.020761245674740483,0.010380622837370242,0.06976744186046512,3.36046511627907,0.007291579363273907,1.052681660899654,0.8252032520325203
frozenset({'AWK8010000'}),"frozenset({'AX11010000', 'AX15010000'})",0.1903114186851211,0.02768166089965398,0.010380622837370242,0.05454545454545454,1.9704545454545452,0.005112486679996647,1.0284136278945968,0.6082621082621081
